,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meta-Data,,,,,,,Socio-Demographics,,,,,,,,,,Labor Force and Employment,,,,,,,,,,,,,,,,,,,Employment composition by sector and occupation,,,,,,,,,,,,,,,,,,,,,,,,Labor Market Outcomes,,,,,,,,,,,,,,Education,,,
,,,,,,,Population,,,,,,Working Age,,,,Labor Force,,,,,,,,,,Employment Type,,,,,,,,,Sector,,,,,"Sector, detail",,,,,,,,,Occupation,,,,,,,,,,Working Hours,,,Earnings,,,,,,,,,,,Education attainment,,,
,,,,,,,,Share of total Population,,,,,,,,,,,,,,,"Share of all Labor Force Participants, aged 15-64",,"Share of all Labor Force Participants, aged 15-24",,Share of all employment types,,,Share of formal employment,,,,,,Share of all employed by sectors,,,,,"Share of all employed by detailed sectors, excluding agriculture",,,,,,,,,Share of all employed by occupations,,,,,,,,,,,Share of all employed by working hours,,Hourly,,,Monthly,,,By sector,,,Gaps,,Share of working age population,,,
Country name,Country Code,Region,Region Code,Year of Survey,Survey Type,Subsample,Total population,"Children, aged 0-14","Youth, aged 15-24","Adult, aged 25-64","Elderly, aged 65+",Urban Population (% of total Population)," Working Age Population, aged 15-64 (% of total Pop.)","Dependency Rate, all compared to 15-64","Youth Dependency Rate, younger than 15 compared to 15-64","Old Age Dependency Rate, older than 64 compared to 15-64","Labor Force, aged 15-64","Labor Force Participation Rate, aged 15-64","Female Labor Force Participation Rate, aged 15-64","Not in labor force or education rate among youth, aged 15-24","Employment to Population Ratio, aged 15-64",Share of workers (aged 15-64) with more than one jobs in last week,"Employment to Labor Force Ratio, aged 15-64 ","Unemployment Rate, aged 15-64","Youth Employment to Labor Force Ratio, aged 15-24","Youth Unemployment Rate, aged 15-24","Wage employees, aged 15-64 ","Unpaid or Self-employed, age 15-64","Employers, aged 15-64","Informal jobs, aged 15-64","Formal jobs, aged 15-64",Share of work contract,Share of health insurance,Share of social security,"Public sector employment, aged 15-64"," Agriculture, aged 15-64"," Industry, aged 15-64"," Services, aged 15-64"," Female in non-agricultural employment, aged 15-64","Youth in non-agricultural employment, aged 15-64"," Mining, aged 15-64"," Manufacturing, aged 15-64"," Public utilities, aged 15-64"," Construction, aged 15-64"," Commerce, aged 15-64","Transport & Communication, aged 15-64","Financial and Business Services, aged 15-64","Public Administration, aged 15-64"," Other services, aged 15-64"," Senior Officials, aged 15-64"," Professionals, aged 15-64"," Technicians, aged 15-64"," Clerks, aged 15-64"," Service and Market Sales, aged 15-64"," Skilled Agriculture, aged 15-64"," Craft Workers, aged 15-64"," Machine Operators, aged 15-64"," Elementary Occupations, aged 15-64", Armed Forces,Average weekly working hours,"Underemployment, <35 hours per week","Excessive working hours,>48 hours per week","Median Earnings for wage workers per hour, local nominal currency","Median Earnings for wage workers per hour,  deflated to 2010  local currency val","Real Median Hourly  Wages in USD (base 2010), PPP adjusted","Median Earnings for wage workers per month, local nominal currency","Median Earnings for wage workers per month, deflated to 2010 local currency valu","Real Median Monthly Wages in USD (base 2010), PPP adjusted","Median Earnings for wage workers per month in agriculture, local nominal currenc","Median Earnings for wage workers per month in industry, local nominal currency","Median Earnings for wage workers per month in service, local nominal currency",Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
Afghanistan,AFG,South Asia,SAS,2007,nrva,Female,12152827,0.48,0.18,0.31,0.02,0.21,0.50,0.52,0.49,0.03,2574194.00,0.45,0.45,0.54,0.44,0.01,0.98,0.02,0.96,0.04,0.05,0.95,0.00,,,,,,0.03,0.77,0.10,0.14,0.23,0.32,0.00,0.09,0.00,0.00,0.03,0.00,0.00,0.01,0.09,,,,,,,,,,,36.00,0.62,0.21,,,,,,,,,,,,0.87,0.04,0.08,0.02
Afghanistan,AFG,South Asia,SAS,2007,nrva,Higher education,7407306,0.71,0.17,0.12,0.01,0.29,0.29,0.52,0.49,0.03,1193691.00,0.61,0.28,0.23,0.58,0.04,0.95,0.05,0.92,0.08,0.43,0.57,0.01,,,,,,0.28,0.27,0.10,0.64,0.77,0.59,0.00,0.03,0.00,0.06,0.19,0.05,0.00,0.18,0.22,,,,,,,,,,,36.00,0.37,0.44,,,,,,,,,,,,0.00,0.00,0.70,0.30
Afghanistan,AFG,South Asia,SAS,2007,nrva,Lower education,17521661,0.39,0.19,0.38,0.04,0.18,0.57,0.52,0.49,0.03,6272353.00,0.66,0.47,0.37,0.65,0.04,0.98,0.02,0.97,0.03,0.19,0.80,0.00,,,,,,0.02,0.65,0.13,0.22,0.21,0.39,0.00,0.05,0.00,0.08,0.10,0.03,0.00,0.01,0.08,,,,,,,,,,,36.00,0.49,0.30,,,,,,,,,,,,0.88,0.07,0.05,0.00
Afghanistan,AFG,South Asia,SAS,2007,nrva,Male,12776140,0.49,0.19,0.29,0.03,0.21,0.48,0.52,0.49,0.03,4891850.00,0.85,,0.14,0.83,0.06,0.97,0.03,0.96,0.04,0.32,0.67,0.01,,,,,,0.08,0.49,0.14,0.36,,0.48,0.01,0.02,0.00,0.12,0.15,0.05,0.00,0.05,0.11,,,,,,,,,,,36.00,0.40,0.38,,,,,,,,,,,,0.62,0.09,0.22,0.08
Afghanistan,AFG,South Asia,SAS,2007,nrva,Old worker,7497719,0.00,0.00,1.00,0.00,0.21,1.00,0.52,0.49,0.03,5286863.00,0.71,0.49,,0.69,0.04,0.98,0.02,,,0.23,0.76,0.00,,,,,,0.07,0.60,0.11,0.29,0.20,,0.00,0.04,0.00,0.07,0.11,0.03,0.00,0.05,0.11,,,,,,,,,,,36.00,0.47,0.33,,,,,,,,,,,,0.84,0.04,0.07,0.05
Afghanistan,AFG,South Asia,SAS,2007,nrva,Rural,19653594,0.50,0.18,0.30,0.03,0.00,0.48,0.52,0.49,0.03,6194349.00,0.70,0.53,0.31,0.69,0.04,0.98,0.02,0.97,0.03,0.19,0.80,0.00,,,,,,0.03,0.69,0.12,0.20,0.19,0.34,0.00,0.04,0.00,0.07,0.07,0.02,0.00,0.02,0.08,,,,,,,,,,,36.00,0.53,0.26,,,,,,,,,,,,0.81,0.05,0.11,0.02
Afghanistan,AFG,South Asia,SAS,2007,nrva,Total,24928967,0.49,0.19,0.30,0.03,0.21,0.49,1.05,1.00,0.06,7466044.00,0.61,0.45,0.34,0.60,0.04,0.98,0.02,0.96,0.04,0.23,0.77,0.00,,,,,,0.06,0.59,0.13,0.29,0.23,0.43,0.00,0.05,0.00,0.08,0.11,0.03,0.00,0.04,0.11,,,,,,,,,,,36.00,0.47,0.32,,,,,,,,,,,,0.74,0.06,0.15,0.05
Afghanistan,AFG,South Asia,SAS,2007,nrva,Urban,5275373,0.44,0.23,0.30,0.03,1.00,0.53,0.52,0.49,0.03,1271695.00,0.48,0.18,0.41,0.46,0.02,0.95,0.05,0.91,0.09,0.40,0.59,0.01,,,,,,0.19,0.10,0.18,0.72,0.69,0.91,0.00,0.08,0.00,0.10,0.29,0.08,0.00,0.13,0.23,,,,,,,,,,,36.00,0.21,0.61,,,,,,,,,,,,0.49,0.10,0.29,0.12
Afghanistan,AFG,South Asia,SAS,2007,nrva,Young worker,4646204,0.00,1.00,0.00,0.00,0.26,1.00,0.52,0.49,0.03,2179181.00,0.55,0.37,0.34,0.53,0.03,0.96,0.04,0.96,0.04,0.22,0.78,0.00,,,,,,0.03,0.57,0.17,0.26,0.32,0.43,0.00,0.07,0.00,0.09,0.11,0.02,0.00,0.02,0.11,,,,,,,,,,,36.00,0.50,0.30,,,,,,,,,,,,0.59,0.09,0.26,0.05
Afghanistan,AFG,South Asia,SAS,2011,nrva,Female,13105589,0.48,0.20,0.31,0.02,0.23,0.51,0.52,0.50,0.02,1221253.00,0.20,0.20,0.69,0.16,,0.83,0.17,0.76,0.24,0.18,0.81,0.00,,,,,,0.09,0.54,0.23,0.22,0.46,0.56,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.01,0.21,0.00,0.09,0.00,0.00,0.04,0.00,0.20,0.05,0.32,0.00,41.00,0.63,0.15,,,,,,,,,,,,0.83,0.10,0.05,0.02
Afghanistan,AFG,South Asia,SAS,2011,nrva,Higher education,8168829,0.71,0.15,0.13,0.01,0.27,0.28,0.52,0.50,0.02,1293538.00,0.59,0.25,0.34,0.56,,0.95,0.05,0.90,0.10,0.56,0.43,0.01,,,,,,0.35,0.16,0.10,0.73,0.86,0.78,0.00,0.04,0.00,0.06,0.14,0.08,0.00,0.16,0.36,0.00,0.22,0.00,0.00,0.34,0.00,0.05,0.08,0.19,0.00,41.00,0.31,0.30,,,,,,,,,,,,0.00,0.00,0.52,0.48
Afghanistan,AFG,South Asia,SAS,2011,nrva,Lower education,18785967,0.39,0.21,0.38,0.03,0.21,0.58,0.52,0.50,0.02,5101151.00,0.49,0.19,0.46,0.47,,0.95,0.05,0.92,0.08,0.35,0.64,0.01,,,,,,0.05,0.44,0.19,0.37,0.40,0.60,0.00,0.08,0.00,0.11,0.10,0.06,0.00,0.04,0.17,0.00,0.01,0.00,0.00,0.15,0.00,0.09,0.08,0.47,0.00,41.00,0.33,0.36,,,,,,,,,,,,0.79,0.18,0.03,0.00
Afghanistan,AFG,South Asia,SAS,2011,nrva,Male,13849207,0.49,0.18,0.29,0.03,0.23,0.48,0.52,0.50,0.02,5173436.00,0.83,,0.16,0.81,,0.98,0.02,0.96,0.04,0.43,0.56,0.01,,,,,,0.11,0.35,0.16,0.49,,0.66,0.00,0.04,0.00,0.12,0.13,0.07,0.00,0.07,0.21,0.00,0.05,0.00,0.00,0.22,0.00,0.06,0.08,0.43,0.00,41.00,0.26,0.38,,,,,,,,,,,,0.56,0.22,0.12,0.10
Afghanistan,AFG,South Asia,SAS,2011,nrva,Old worker,8138972,0.00,0.00,1.00,0.00,0.23,1.00,0.52,0.50,0.02,4498000.00,0.56,0.20,,0.54,,0.96,0.04,,,0.38,0.61,0.01,,,,,,0.12,0.39,0.15,0.46,0.41,,0.00,0.06,0.00,0.09,0.11,0.07,0.00,0.07,0.21,0.00,0.06,0.00,0.00,0.20,0.00,0.07,0.08,0.42,0.00,41.00,0.32,0.34,,,,,,,,,,,,0.80,0.11,0.03,0.06
Afghanistan,AFG,South Asia,SAS,2011,nrva,Rural,19365469,0.50,0.18,0.30,0.02,0.00,0.48,0.52,0.50,0.02,4572006.00,0.52,0.20,0.43,0.50,,0.95,0.05,0.92,0.08,0.36,0.63,0.01,,,,,,0.09,0.46,0.16,0.38,0.40,0.57,0.00,0.06,0.00,0.10,0.08,0.05,0.00,0.05,0.20,0.00,0.04,0.00,0.00,0.15,0.00,0.07,0.06,0.48,0.00,41.00,0.35,0.33,,,,,,,,,,,,0.76,0.13,0.07,0.04
Afghanistan,AFG,South Asia,SAS,2011,nrva,Total,26954796,0.48,0.19,0.30,0.02,0.23,0.49,1.04,0.99,0.05,6394689.00,0.48,0.20,0.43,0.46,,0.95,0.05,0.91,0.09,0.39,0.60,0.01,,,,,,0.11,0.38,0.17,0.45,0.46,0.64,0.00,0.07,0.00,0.10,0.11,0.06,0.00,0.06,0.21,0.00,0.05,0.00,0.00,0.19,0.00,0.08,0.08,0.41,0.00,41.00,0.32,0.34,,,,,,,,,,,,0.70,0.16,0.09,0.06
Afghanistan,AFG,South Asia,SAS,2011,nrva,Urban,6130066,0.42,0.24,0.31,0.03,1.00,0.55,0.52,0.50,0.02,1421876.00,0.45,0.14,0.43,0.42,,0.94,0.06,0.89,0.11,0.52,0.46,0.02,,,,,,0.22,0.04,0.22,0.74,0.88,0.96,0.00,0.11,0.00,0.12,0.22,0.11,0.00,0.12,0.29,0.00,0.10,0.00,0.00,0.35,0.00,0.13,0.14,0.10,0.00,41.00,0.20,0.41,,,,,,,,,,,,0.46,0.26,0.16,0.13
Afghanistan,AFG,South Asia,SAS,2011,nrva,Young worker,5106220,0.00,1.00,0.00,0.00,0.28,1.00,0.52,0.50,0.02,1896689.00,0.43,0.19,0.43,0.39,,0.91,0.09,0.91,0.09,0.40,0.59,0.01,,,,,,0.08,0.36,0.22,0.42,0.56,0.64,0.00,0.10,0.00,0.13,0.10,0.05,0.00,0.05,0.21,0.00,0.04,0.00,0.00,0.17,0.00,0.11,0.08,0.40,0.00,41.00,0.32,0.34,,,,,,,,,,,,0.53,0.24,0.17,0.06
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Female,8484786,0.47,0.20,0.31,0.02,0.52,0.51,0.51,0.48,0.02,3516718.07,0.82,0.82,0.07,0.80,0.04,0.98,0.02,0.96,0.04,0.16,0.82,0.01,,,,,,0.07,0.64,0.01,0.35,0.36,0.29,0.00,0.00,0.00,0.00,0.22,0.01,0.00,0.01,0.10,0.01,0.03,0.03,0.02,0.13,0.46,0.00,0.00,0.32,0.01,,,,,,,,,,,,,,,0.33,0.59,0.07,0.02
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Higher education,5909577,0.74,0.12,0.14,0.00,0.52,0.26,0.51,0.48,0.02,1084238.07,0.71,0.67,0.05,0.67,0.07,0.94,0.06,0.88,0.12,0.63,0.34,0.03,,,,,,0.32,0.24,0.06,0.69,0.63,0.53,0.00,0.03,0.01,0.03,0.19,0.06,0.01,0.11,0.33,0.06,0.14,0.18,0.07,0.12,0.08,0.08,0.05,0.19,0.03,,,,,,,,,,,,,,,0.00,0.00,0.76,0.24
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Lower education,10458304,0.34,0.23,0.39,0.04,0.53,0.63,0.51,0.48,0.02,5280535.45,0.81,0.85,0.09,0.79,0.07,0.97,0.03,0.94,0.06,0.23,0.75,0.02,,,,,,0.07,0.60,0.05,0.35,0.32,0.34,0.00,0.02,0.00,0.03,0.18,0.04,0.00,0.03,0.09,0.01,0.01,0.02,0.01,0.10,0.45,0.07,0.04,0.26,0.02,,,,,,,,,,,,,,,0.25,0.72,0.03,0.00
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Male,7883095,0.50,0.19,0.29,0.03,0.53,0.48,0.51,0.48,0.02,2848055.46,0.77,,0.08,0.73,0.11,0.95,0.05,0.90,0.10,0.47,0.50,0.03,,,,,,0.17,0.41,0.11,0.48,,0.51,0.00,0.04,0.01,0.06,0.13,0.08,0.01,0.09,0.17,0.03,0.04,0.06,0.02,0.09,0.33,0.14,0.07,0.18,0.03,,,,,,,,,,,,,,,0.11,0.74,0.12,0.02
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Old worker,4908262,0.00,0.00,1.00,0.00,0.54,1.00,0.51,0.48,0.02,4632342.89,0.95,0.95,,0.93,0.09,0.98,0.02,,,0.31,0.67,0.02,,,,,,0.14,0.51,0.05,0.44,0.39,,0.00,0.02,0.00,0.03,0.19,0.04,0.00,0.06,0.15,0.02,0.04,0.05,0.02,0.11,0.38,0.07,0.04,0.25,0.02,,,,,,,,,,,,,,,0.28,0.60,0.10,0.01
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Rural,7767732,0.49,0.19,0.29,0.02,0.00,0.48,0.51,0.48,0.02,2954886.35,0.79,0.82,0.07,0.77,0.08,0.97,0.03,0.93,0.07,0.30,0.69,0.01,,,,,,0.12,0.55,0.05,0.40,0.34,0.37,0.00,0.02,0.00,0.03,0.18,0.03,0.00,0.05,0.14,0.02,0.03,0.05,0.02,0.09,0.37,0.08,0.03,0.28,0.02,,,,,,,,,,,,,,,0.23,0.67,0.09,0.02
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Total,16367881,0.48,0.19,0.30,0.02,0.53,0.49,1.02,0.97,0.05,6364773.53,0.79,0.82,0.08,0.76,0.07,0.97,0.03,0.93,0.07,0.30,0.68,0.02,,,,,,0.12,0.54,0.05,0.41,0.36,0.38,0.00,0.02,0.00,0.03,0.18,0.04,0.00,0.05,0.13,0.02,0.03,0.05,0.02,0.11,0.39,0.07,0.04,0.25,0.02,,,,,,,,,,,,,,,0.23,0.66,0.09,0.02
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Urban,8599603,0.47,0.19,0.31,0.03,1.00,0.50,0.51,0.48,0.02,3409340.85,0.80,0.82,0.08,0.77,0.06,0.97,0.03,0.93,0.07,0.30,0.68,0.02,,,,,,0.11,0.53,0.05,0.42,0.38,0.39,0.00,0.02,0.00,0.03,0.19,0.05,0.00,0.04,0.13,0.02,0.04,0.04,0.02,0.12,0.41,0.07,0.04,0.23,0.02,,,,,,,,,,,,,,,0.23,0.65,0.10,0.02
Angola,AGO,Sub-Saharan Africa,SSF,2008,ibep-,Young worker,3181724,0.00,1.00,0.00,0.00,0.53,1.00,0.51,0.48,0.02,1732430.64,0.55,0.61,0.08,0.51,0.04,0.93,0.07,0.93,0.07,0.26,0.73,0.02,,,,,,0.06,0.62,0.06,0.32,0.29,0.38,0.00,0.02,0.00,0.04,0.17,0.04,0.00,0.01,0.09,0.00,0.02,0.03,0.02,0.11,0.42,0.09,0.04,0.27,0.01,,,,,,,,,,,,,,,0.14,0.75,0.08,0.04
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Female,1628022,0.26,0.18,0.46,0.09,0.42,0.64,0.36,0.28,0.08,556543.43,0.55,0.55,0.31,0.50,0.03,0.90,0.10,0.88,0.12,0.25,0.74,0.00,0.06,0.19,,,0.76,0.56,0.70,0.07,0.24,0.30,0.15,0.00,0.06,0.01,0.00,0.07,0.01,0.01,0.02,0.13,0.00,0.08,0.05,0.01,0.07,0.67,0.03,0.02,0.05,0.00,38.00,0.47,0.17,75.44,91.55,1.33,13798.51,16745.92,243.04,12800.90,13421.29,13996.31,,0.93,0.04,0.11,0.58,0.27
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Higher education,1356362,0.25,0.19,0.53,0.03,0.54,0.72,0.36,0.28,0.08,519496.03,0.66,0.56,0.16,0.58,0.08,0.88,0.12,0.79,0.21,0.58,0.40,0.01,0.15,0.43,,,0.74,0.54,0.28,0.19,0.53,0.64,0.48,0.01,0.08,0.03,0.07,0.16,0.05,0.03,0.10,0.19,0.04,0.17,0.10,0.03,0.13,0.27,0.14,0.08,0.03,0.01,38.00,0.26,0.26,98.46,119.49,1.73,17165.65,20832.29,302.35,18789.01,19504.58,16722.74,0.72,0.93,0.00,0.00,0.17,0.83
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Lower education,1953427,0.29,0.17,0.41,0.12,0.33,0.58,0.36,0.28,0.08,732707.62,0.65,0.55,0.30,0.59,0.04,0.91,0.09,0.87,0.13,0.19,0.80,0.00,0.13,0.06,,,0.34,0.17,0.75,0.13,0.12,0.11,0.15,0.01,0.04,0.01,0.07,0.06,0.03,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.05,0.72,0.09,0.04,0.08,0.00,38.00,0.44,0.25,84.66,102.75,1.49,16261.48,19734.99,286.42,16359.17,17911.98,14123.10,0.72,0.93,0.05,0.17,0.78,0.00
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Male,1681767,0.29,0.18,0.46,0.08,0.41,0.63,0.36,0.28,0.08,695660.21,0.77,,0.18,0.69,0.08,0.90,0.10,0.83,0.17,0.43,0.56,0.01,0.20,0.23,,,0.54,0.35,0.45,0.22,0.33,,0.30,0.02,0.05,0.03,0.12,0.12,0.06,0.01,0.06,0.07,0.02,0.06,0.03,0.01,0.09,0.43,0.18,0.09,0.07,0.01,38.00,0.29,0.32,98.77,119.87,1.74,19513.77,23681.98,343.71,21334.84,20316.83,18548.41,,0.93,0.03,0.10,0.53,0.33
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Old worker,1518209,0.00,0.00,1.00,0.00,0.45,1.00,0.36,0.28,0.08,1002687.56,0.71,0.59,,0.65,0.07,0.91,0.09,,,0.39,0.60,0.01,0.14,0.24,,,0.63,0.45,0.51,0.16,0.33,0.35,,0.01,0.06,0.02,0.07,0.11,0.04,0.01,0.05,0.11,0.02,0.08,0.05,0.01,0.09,0.49,0.12,0.06,0.07,0.01,38.00,0.34,0.26,94.59,114.79,1.67,17091.75,20742.61,301.05,16487.33,19513.77,16323.27,0.72,0.93,0.04,0.12,0.49,0.36
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Rural,1936166,0.29,0.19,0.43,0.08,0.00,0.62,0.36,0.28,0.08,798490.95,0.74,0.66,0.24,0.72,0.07,0.97,0.03,0.95,0.05,0.16,0.83,0.00,0.08,0.09,,,0.53,0.42,0.80,0.09,0.11,0.08,0.09,0.01,0.02,0.01,0.05,0.04,0.02,0.00,0.02,0.03,0.01,0.02,0.02,0.00,0.03,0.77,0.07,0.03,0.05,0.00,38.00,0.45,0.24,91.53,111.08,1.61,16597.17,20142.38,292.33,16487.33,19201.36,15625.36,0.72,0.93,0.04,0.14,0.63,0.19
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Total,3309789,0.28,0.18,0.46,0.09,0.42,0.64,0.57,0.43,0.13,1252203.65,0.59,0.55,0.25,0.53,0.06,0.90,0.10,0.86,0.14,0.35,0.64,0.01,0.39,0.61,,,0.61,0.42,0.56,0.15,0.29,0.30,0.22,0.01,0.05,0.02,0.07,0.10,0.04,0.01,0.04,0.09,0.02,0.07,0.04,0.01,0.08,0.54,0.11,0.06,0.06,0.01,38.00,0.37,0.25,94.15,114.26,1.66,16859.93,20461.27,296.96,16487.33,18699.54,16278.96,0.72,0.93,0.03,0.11,0.56,0.30
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Urban,1373623,0.25,0.16,0.50,0.09,1.00,0.66,0.36,0.28,0.08,453712.69,0.55,0.41,0.27,0.42,0.03,0.78,0.22,0.55,0.45,0.76,0.23,0.01,0.27,0.49,,,0.64,0.42,0.04,0.29,0.67,0.93,0.96,0.01,0.13,0.03,0.12,0.23,0.09,0.04,0.09,0.22,0.04,0.17,0.10,0.03,0.19,0.04,0.21,0.12,0.08,0.01,38.00,0.19,0.27,95.55,115.97,1.68,17062.04,20706.55,300.52,18789.01,18699.54,16557.96,0.72,0.93,0.02,0.07,0.45,0.46
Albania,ALB,Europe and Central Asia,ECS,2002,lsms,Young worker,591013,0.00,1.00,0.00,0.00,0.38,1.00,0.36,0.28,0.08,249516.09,0.50,0.45,0.25,0.42,0.01,0.86,0.14,0.86,0.14,0.19,0.80,0.00,0.11,0.08,,,0.41,0.21,0.78,0.10,0.12,0.15,0.22,0.00,0.05,0.00,0.04,0.06,0.02,0.00,0.01,0.03,0.00,0.03,0.01,0.00,0.05,0.77,0.08,0.04,0.03,0.00,38.00,0.51,0.20,88.45,107.35,1.56,15235.44,18489.78,268.35,39248.73,14859.93,16001.13,0.72,0.93,0.02,0.09,0.75,0.14
Albania,ALB,Europe and Central Asia,ECS,2003,lsms,Female,1557209,0.25,0.17,0.48,0.10,0.44,0.65,0.34,0.25,0.09,552791.22,0.55,0.55,0.30,0.51,,0.93,0.07,0.89,0.11,,,,,,,,0.77,0.60,0.64,0.08,0.28,0.36,0.19,0.00,0.07,0.00,0.00,0.09,0.01,0.02,0.03,0.13,,,,,,,,,,,41.00,0.37,0.14,,,,,,,,,,,,0.02,0.22,0.61,0.15
Albania,ALB,Europe and Central Asia,ECS,2003,lsms,Higher education,3007797,0.27,0.15,0.48,0.10,0.44,0.63,0.34,0.25,0.09,1252731.88,0.68,0.56,0.24,0.63,,0.93,0.07,0.86,0.14,,,,,,,,0.62,0.48,0.51,0.17,0.32,0.36,0.27,0.01,0.06,0.01,0.09,0.12,0.05,0.02,0.05,0.09,,,,,,,,,,,41.00,0.25,0.26,,,,,,,,,,,,0.00,0.00,0.83,0.17
